Date,Open,High,Low,Close,Adj Close,Volume
2020-03-23,3001.000000,3939.290039,2954.000000,3528.000000,3407.072998,30458124
2020-03-30,3560.000000,3793.000000,3437.310059,3761.000000,3632.086670,21621780
2020-04-06,3773.500000,3915.000000,3633.500000,3853.000000,3720.933105,15903800
2020-04-13,3853.000000,3942.691895,3660.000000,3816.500000,3685.684326,19508778
2020-04-20,3800.000000,3834.000000,3620.000000,3750.000000,3621.463623,13284827
2020-04-27,3784.500000,3946.500000,3524.500000,3614.500000,3490.608154,14981496
2020-05-04,3587.000000,3761.000000,3519.000000,3725.500000,3597.803467,11797986
2020-05-11,3755.000000,3965.000000,3613.000000,3922.000000,3787.568115,16073943
2020-05-18,4050.000000,4316.000000,4023.500000,4262.500000,4116.396973,17278524
2020-05-25,4262.500000,4412.500000,4145.000000,4313.000000,4165.166016,14526484
2020-06-01,4480.000000,4552.500000,4335.911133,4550.000000,4394.042480,14023360
2020-06-08,4510.000000,5152.000000,4408.000000,4596.000000,4438.466309,21550481
2020-06-15,4420.899902,4631.500000,4410.810059,4467.000000,4313.887695,22889448
2020-06-22,4437.500000,4623.000000,4425.500000,4533.500000,4378.108398,11286151
2020-06-29,4493.500000,4572.500000,4428.000000,4458.500000,4305.678711,10552392
2020-07-06,4515.000000,4672.000000,4474.000000,4616.000000,4457.780273,9499047
2020-07-13,4681.000000,4947.000000,4673.000000,4941.000000,4771.640625,14017301
2020-07-20,4921.500000,4991.000000,4711.515137,4747.500000,4584.772949,10129119
2020-07-27,4778.500000,4863.500000,4579.000000,4615.000000,4456.814941,12932659
2020-08-03,4623.000000,4958.000000,4226.500000,4669.500000,4509.446289,13685087
2020-08-10,4695.000000,4851.000000,4652.000000,4705.500000,4656.675293,9696160
2020-08-17,4729.500000,4851.500000,4612.500000,4686.000000,4637.377441,10249071
2020-08-24,4743.500000,4813.500000,4469.000000,4635.000000,4586.906738,9646073
2020-08-31,4635.000000,4760.000000,4479.000000,4575.500000,4528.024414,10226832
2020-09-07,4627.000000,5032.000000,4601.500000,4992.000000,4940.202637,9608153
2020-09-14,5039.000000,5175.000000,4870.000000,5007.000000,4955.046875,22333878
2020-09-21,4931.000000,4933.000000,4676.000000,4733.000000,4683.890137,13824435
2020-09-28,4721.000000,4772.500000,4563.000000,4694.000000,4645.294434,12352844
2020-10-05,4729.000000,4868.500000,4606.500000,4800.500000,4750.689453,12683276
2020-10-12,4744.000000,4790.000000,4582.000000,4646.500000,4598.287598,9662505
2020-10-19,4633.500000,4678.500000,4515.500000,4578.000000,4530.498047,9878786
2020-10-26,4486.500000,4624.500000,4252.500000,4357.000000,4311.791504,17782241
2020-11-02,4360.500000,4643.000000,4320.500000,4622.000000,4574.041504,13399356
2020-11-09,4707.500000,4830.500000,4633.500000,4732.000000,4682.900391,15281927
2020-11-16,4763.500000,4817.500000,4703.000000,4773.000000,4723.475098,13468205
2020-11-23,4821.000000,5075.000000,4796.500000,4922.500000,4871.423828,15988863
2020-11-30,4908.000000,5465.000000,4832.500000,5450.000000,5393.450195,17142431
2020-12-07,5491.000000,5581.000000,5354.000000,5546.000000,5488.454102,15619863
2020-12-14,5549.000000,5758.000000,5517.000000,5654.000000,5595.333496,18999595
2020-12-21,5602.000000,5757.810059,5509.000000,5574.000000,5516.163574,6192888
2020-12-28,5574.000000,5771.000000,5435.000000,5470.000000,5413.242676,3959486
2021-01-04,5583.000000,6378.000000,5583.000000,6310.000000,6244.526855,15170233
2021-01-11,6290.000000,6304.000000,5851.000000,5946.000000,5884.303711,15609798
2021-01-18,5919.000000,6083.000000,5692.000000,5876.000000,5815.030273,9901723
2021-01-25,5917.000000,5982.000000,5503.000000,5589.000000,5531.007813,14146864
2021-02-01,5627.000000,5909.000000,5575.000000,5620.000000,5561.686523,10886503
2021-02-08,5730.000000,5990.000000,5688.000000,5934.000000,5872.428223,11365256
2021-02-15,6021.000000,6553.000000,6020.000000,6352.000000,6286.090820,13478456
2021-02-22,6382.000000,6500.000000,6169.000000,6187.000000,6122.803223,14762154
2021-03-01,6276.000000,6561.000000,5783.000000,5854.000000,5793.258301,17282524
2021-03-08,5906.000000,6045.000000,5418.000000,5745.000000,5745.000000,14341909
2021-03-15,5732.000000,6422.830078,5419.000000,5471.000000,5471.000000,22955920
2021-03-22,5420.000000,5440.000000,5319.000000,5345.000000,5345.000000,6108579
