Date,Open,High,Low,Close,Adj Close,Volume
2020-03-23,93.650002,98.699997,91.980003,97.440002,94.971085,56850214
2020-03-30,98.230003,103.099998,95.510002,102.360001,99.766418,38811990
2020-04-06,103.739998,105.139999,101.379997,102.220001,99.629967,28241480
2020-04-13,102.220001,106.279999,102.220001,106.040001,103.353180,36673188
2020-04-20,106.099998,108.680000,104.360001,106.559998,103.860001,38553613
2020-04-27,104.760002,105.379997,101.900002,101.900002,99.318077,40239811
2020-05-04,101.000000,105.300003,99.809998,105.000000,105.000000,35230080
2020-05-11,105.139999,106.180000,102.879997,103.879997,103.879997,29672849
2020-05-18,104.660004,105.879997,101.680000,102.959999,102.959999,22529410
2020-05-25,103.260002,104.599998,101.040001,103.860001,103.860001,35393220
2020-06-01,103.860001,104.800003,102.000000,102.599998,102.599998,25437201
2020-06-08,102.160004,106.099998,101.860001,102.800003,102.800003,30521351
2020-06-15,102.400002,108.419998,101.699997,107.500000,107.500000,40709167
2020-06-22,106.519997,107.760002,104.019997,105.040001,105.040001,24666619
2020-06-29,104.720001,106.339996,104.260002,105.120003,105.120003,19787869
2020-07-06,105.800003,107.400002,104.900002,107.160004,107.160004,17522413
2020-07-13,107.500000,109.440002,105.919998,108.739998,108.739998,20483857
2020-07-20,108.599998,112.120003,107.639999,109.480003,109.480003,20012040
2020-07-27,109.059998,112.620003,107.599998,108.099998,108.099998,23520674
2020-08-03,108.099998,110.019997,106.940002,107.680000,107.680000,19170080
2020-08-10,107.680000,109.459999,107.180000,108.699997,108.699997,14770657
2020-08-17,108.900002,111.019997,108.279999,110.000000,110.000000,14906929
2020-08-24,110.279999,111.180000,108.459999,108.860001,108.860001,16866581
2020-08-31,109.180000,111.360001,107.720001,108.320000,108.320000,24805920
2020-09-07,108.440002,110.860001,107.620003,109.980003,109.980003,19971464
2020-09-14,110.260002,110.639999,108.419998,108.419998,108.419998,33707641
2020-09-21,108.000000,110.639999,107.559998,109.760002,109.760002,25130506
2020-09-28,110.000000,110.820000,109.239998,110.339996,110.339996,20923293
2020-10-05,110.599998,110.839996,107.660004,108.660004,108.660004,20477103
2020-10-12,108.660004,110.279999,106.639999,107.860001,107.860001,25085435
2020-10-19,108.099998,109.500000,105.419998,106.559998,106.559998,21720263
2020-10-26,106.000000,106.959999,101.959999,103.099998,103.099998,28498450
2020-11-02,103.000000,108.800003,102.500000,106.500000,106.500000,23692050
2020-11-09,107.300003,108.940002,103.379997,106.059998,106.059998,35573701
2020-11-16,106.320000,106.339996,103.639999,103.680000,103.680000,26649949
2020-11-23,103.559998,104.000000,101.279999,102.300003,102.300003,30748261
2020-11-30,102.239998,102.599998,99.000000,99.000000,99.000000,47579184
2020-12-07,99.470001,101.320000,97.870003,100.620003,100.620003,32713432
2020-12-14,100.980003,102.779999,98.830002,102.300003,102.300003,46743621
2020-12-21,102.000000,102.180000,100.279999,101.239998,101.239998,12941833
2020-12-28,101.739998,104.980003,101.419998,104.260002,104.260002,12473542
2021-01-04,105.080002,105.220001,101.019997,101.360001,101.360001,30545741
2021-01-11,101.320000,101.580002,99.820000,100.879997,100.879997,30865420
2021-01-18,100.919998,102.080002,99.830002,101.019997,101.019997,23391126
2021-01-25,101.500000,104.639999,100.040001,100.040001,100.040001,30664240
2021-02-01,100.660004,103.400002,100.000000,100.239998,100.239998,24306852
2021-02-08,100.199997,101.239998,99.099998,100.720001,100.720001,22997689
2021-02-15,100.500000,100.959999,98.209999,98.209999,98.209999,25177039
2021-02-22,97.839996,98.889999,95.000000,95.000000,95.000000,31725963
2021-03-01,96.110001,99.279999,95.849998,98.570000,98.570000,26346261
2021-03-08,99.099998,101.040001,98.419998,100.000000,100.000000,21019691
2021-03-15,100.199997,102.980003,99.800003,102.800003,102.800003,34163417
2021-03-22,102.419998,104.639999,101.639999,104.480003,104.480003,8474367
