Date,Open,High,Low,Close,Adj Close,Volume
2020-03-23,13.112000,17.264000,12.954000,15.490000,13.588438,80049796
2020-03-30,15.510000,16.224001,13.786000,13.964000,12.249771,58843281
2020-04-06,14.562000,15.836000,14.476000,15.530000,13.623528,39524092
2020-04-13,15.530000,15.918000,14.444000,14.924000,13.091922,37295749
2020-04-20,15.420000,15.420000,14.362000,14.560000,12.772607,33408553
2020-04-27,14.940000,17.000000,14.798000,16.195999,14.207769,39503528
2020-05-04,15.540000,16.496000,15.400000,16.226000,14.234087,34349736
2020-05-11,16.450001,16.480000,14.674000,15.120000,13.263860,33930374
2020-05-18,15.380000,15.912000,15.000000,15.330000,14.747808,32344605
2020-05-25,15.344000,17.354000,15.040000,16.379999,15.757931,58319972
2020-06-01,16.768000,20.100000,16.500000,20.040001,19.278934,64941625
2020-06-08,19.709999,20.230000,17.742001,18.285999,17.591545,52677219
2020-06-15,17.700001,19.176001,17.566000,18.480000,17.778179,52291413
2020-06-22,18.454000,19.186001,18.180000,18.525999,17.822432,34439891
2020-06-29,18.478001,19.309999,18.260000,18.903999,18.186075,40164955
2020-07-06,19.388000,19.606001,17.506001,18.280001,17.585775,34797498
2020-07-13,18.482000,18.809999,18.120001,18.370001,18.370001,28911201
2020-07-20,18.299999,18.912001,17.826000,17.908001,17.908001,28141050
2020-07-27,17.889999,17.974001,16.823999,16.864000,16.864000,37258499
2020-08-03,16.954000,17.834000,16.662001,17.030001,17.030001,35533171
2020-08-10,17.180000,18.087999,17.086000,17.552000,17.552000,29004281
2020-08-17,17.532000,17.658001,17.020000,17.205999,17.205999,24983303
2020-08-24,17.282000,17.955999,17.236000,17.482000,17.482000,25400253
2020-08-31,17.580000,17.716000,16.756001,17.180000,17.180000,34226164
2020-09-07,17.327999,17.559999,16.892000,17.260000,17.260000,26801520
2020-09-14,17.420000,17.450001,16.540001,16.656000,16.656000,38309352
2020-09-21,16.586000,16.620001,15.430000,15.570000,15.570000,45713554
2020-09-28,15.812000,16.098000,15.452000,15.662000,15.662000,32858211
2020-10-05,15.836000,16.406000,15.638000,16.195999,16.195999,31173442
2020-10-12,16.228001,16.416000,14.882000,15.150000,15.150000,41095696
2020-10-19,15.130000,15.440000,14.634000,14.972000,14.972000,34614398
2020-10-26,14.738000,14.868000,13.344000,13.800000,13.800000,47074304
2020-11-02,13.890000,16.000000,13.720000,15.732000,15.732000,46308136
2020-11-09,16.000000,18.440001,15.884000,18.350000,18.350000,71590032
2020-11-16,18.458000,19.114000,18.458000,18.799999,18.799999,39889167
2020-11-23,18.968000,19.978001,18.827999,19.732000,19.732000,37326436
2020-11-30,19.656000,20.110001,19.426001,20.000000,20.000000,35102739
2020-12-07,19.900000,20.105000,19.398001,19.658001,19.658001,30232287
2020-12-14,19.799999,20.450001,19.525999,19.884001,19.884001,38812205
2020-12-21,19.424000,19.858000,18.719999,19.652000,19.652000,23475720
2020-12-28,19.870001,19.910000,19.480000,19.511999,19.511999,9778898
2021-01-04,19.790001,20.580000,19.219999,20.365000,20.365000,32487688
2021-01-11,20.245001,20.385000,19.676001,19.916000,19.916000,25635714
2021-01-18,19.790001,20.030001,19.007999,19.212000,19.212000,25957996
2021-01-25,19.306000,19.398001,18.209999,18.299999,18.299999,36732272
2021-02-01,18.490000,19.337999,18.364000,19.204000,19.204000,25821767
2021-02-08,19.278000,19.472000,18.879999,19.115999,19.115999,21498277
2021-02-15,19.209999,19.938000,19.205999,19.856001,19.856001,29452356
2021-02-22,19.818001,21.350000,19.573999,20.799999,20.799999,36371601
2021-03-01,21.004999,22.094999,21.004999,22.000000,22.000000,34030289
2021-03-08,22.170000,22.945000,22.100000,22.934999,22.934999,30697070
2021-03-15,22.934999,23.004999,22.389999,22.840000,22.840000,33007674
2021-03-22,22.639999,22.785000,22.230000,22.434999,22.434999,9389446
