Date,Open,High,Low,Close,Adj Close,Volume
2020-03-23,62.740002,75.000000,53.000000,68.529999,66.387321,244242
2020-03-30,69.000000,70.489998,49.500000,49.945000,48.383408,228881
2020-04-06,54.000000,63.169998,50.959999,60.849998,58.947445,198827
2020-04-13,60.849998,63.790001,52.720001,57.570000,55.770000,161757
2020-04-20,58.299999,58.480000,51.740002,52.610001,50.965080,110052
2020-04-27,53.730000,64.500000,50.209999,57.910000,57.910000,149636
2020-05-04,56.200001,57.880001,52.750000,56.000000,56.000000,68025
2020-05-11,57.250000,57.250000,48.500000,49.855000,49.855000,139381
2020-05-18,50.400002,57.099998,49.935001,54.320000,54.320000,93726
2020-05-25,54.900002,64.129997,54.750000,57.299999,57.299999,151953
2020-06-01,57.299999,82.000000,57.299999,80.699997,80.699997,207132
2020-06-08,82.400002,84.879997,65.400002,67.559998,67.559998,290626
2020-06-15,65.599998,72.199997,63.500000,68.000000,68.000000,104102
2020-06-22,67.989998,69.110001,61.459999,62.490002,62.490002,80402
2020-06-29,60.840000,67.730003,59.520000,65.760002,65.760002,63529
2020-07-06,66.400002,68.290001,62.099998,65.300003,65.300003,54309
2020-07-13,67.000000,70.540001,64.800003,65.959999,65.959999,44980
2020-07-20,66.309998,69.470001,63.000000,64.239998,64.239998,34847
2020-07-27,64.410004,65.550003,61.000000,61.349998,61.349998,26969
2020-08-03,61.810001,69.500000,60.790001,68.690002,68.690002,37210
2020-08-10,68.800003,76.190002,68.800003,71.989998,71.989998,53995
2020-08-17,71.300003,72.000000,67.000000,69.180000,69.180000,17963
2020-08-24,69.300003,73.989998,69.150002,71.150002,71.150002,41205
2020-08-31,71.599998,75.190002,66.980003,70.570000,70.570000,32507
2020-09-07,71.160004,74.099998,67.800003,68.550003,68.550003,31039
2020-09-14,69.150002,71.480003,68.709999,68.849998,68.849998,20622
2020-09-21,68.349998,68.449997,57.950001,60.389999,60.389999,54681
2020-09-28,60.500000,65.089996,60.500000,64.889999,64.889999,32284
2020-10-05,64.800003,68.570000,64.559998,66.970001,66.970001,23694
2020-10-12,67.199997,67.500000,59.970001,64.169998,64.169998,40634
2020-10-19,63.700001,68.500000,62.779999,67.440002,67.440002,42651
2020-10-26,66.589996,69.599998,59.500000,62.430000,62.430000,56225
2020-11-02,63.150002,70.949997,62.000000,70.169998,70.169998,37658
2020-11-09,71.000000,89.300003,71.000000,85.190002,85.190002,127907
2020-11-16,86.739998,91.099998,86.680000,88.400002,88.400002,34191
2020-11-23,88.800003,94.900002,88.800003,90.629997,90.629997,43025
2020-11-30,89.800003,96.959999,87.820000,96.300003,96.300003,19134
2020-12-07,96.180000,96.260002,91.470001,92.370003,92.370003,23090
2020-12-14,91.550003,94.070000,89.010002,89.559998,89.559998,21884
2020-12-21,87.500000,92.199997,82.750000,92.199997,92.199997,26602
2020-12-28,92.000000,94.199997,91.599998,91.599998,91.599998,15733
2021-01-04,91.010002,94.139999,88.599998,90.089996,90.089996,20082
2021-01-11,90.000000,93.199997,88.169998,92.599998,92.599998,24214
2021-01-18,93.150002,93.360001,88.000000,88.949997,88.949997,23902
2021-01-25,88.949997,88.949997,82.000000,83.330002,83.330002,31994
2021-02-01,83.889999,94.500000,82.970001,93.239998,93.239998,34621
2021-02-08,94.330002,94.639999,90.000000,92.230003,92.230003,18125
2021-02-15,92.720001,94.489998,90.000000,91.500000,91.500000,29176
2021-02-22,91.980003,103.459999,90.320000,96.940002,96.940002,41969
2021-03-01,98.160004,101.120003,95.370003,96.400002,96.400002,16113
2021-03-08,96.699997,101.040001,96.500000,100.139999,100.139999,20698
2021-03-15,99.779999,103.000000,97.070000,98.410004,98.410004,18177
2021-03-22,97.800003,98.000000,95.000000,95.510002,95.510002,7689
