Date,Open,High,Low,Close,Adj Close,Volume
2020-03-23,1051.000000,1356.000000,1021.000000,1187.599976,1109.141235,72154294
2020-03-30,1192.199951,1270.000000,1172.400024,1241.199951,1159.200073,44513164
2020-04-06,1272.199951,1337.000000,1263.400024,1314.000000,1227.190552,32041629
2020-04-13,1314.000000,1350.000000,1241.199951,1315.800049,1228.871704,31171847
2020-04-20,1308.000000,1322.000000,1206.000000,1287.199951,1202.161011,47654044
2020-04-27,1307.000000,1411.400024,1257.874023,1290.199951,1204.962891,35616747
2020-05-04,1283.599976,1396.800049,1265.400024,1376.599976,1285.654907,31672854
2020-05-11,1387.000000,1433.199951,1310.400024,1413.199951,1319.836914,42093272
2020-05-18,1458.000000,1571.400024,1453.599976,1550.000000,1447.599365,42509792
2020-05-25,1550.000000,1607.800049,1546.400024,1581.199951,1476.738037,28918583
2020-06-01,1628.800049,1722.800049,1574.199951,1722.000000,1608.236084,34447697
2020-06-08,1710.000000,1932.000000,1616.637939,1667.400024,1557.243286,44129812
2020-06-15,1588.000000,1696.790039,1588.555054,1613.199951,1506.623901,35566787
2020-06-22,1606.000000,1679.000000,1599.000000,1639.000000,1530.719360,21870857
2020-06-29,1627.599976,1681.400024,1620.400024,1636.400024,1528.291260,17250720
2020-07-06,1637.000000,1704.599976,1630.400024,1664.800049,1554.815063,23823767
2020-07-13,1690.800049,1803.800049,1675.973022,1799.400024,1680.522705,27563629
2020-07-20,1796.599976,1810.000000,1691.000000,1709.800049,1596.842163,20678828
2020-07-27,1730.000000,1767.199951,1648.199951,1655.000000,1545.662476,19501764
2020-08-03,1679.199951,1798.000000,1652.800049,1764.000000,1647.461304,26949900
2020-08-10,1780.000000,1855.199951,1780.000000,1816.000000,1696.025879,21179612
2020-08-17,1819.800049,1852.400024,1705.000000,1723.599976,1609.730347,22368111
2020-08-24,1737.599976,1770.400024,1687.199951,1712.800049,1599.643921,32252735
2020-08-31,1712.800049,1785.400024,1625.599976,1655.400024,1546.036133,27656201
2020-09-07,1666.400024,1751.800049,1662.000000,1743.599976,1668.789673,20910833
2020-09-14,1752.599976,1822.000000,1738.400024,1768.000000,1692.142700,38566621
2020-09-21,1748.599976,1748.800049,1682.199951,1702.800049,1629.740234,42745641
2020-09-28,1712.000000,1717.199951,1611.599976,1654.599976,1583.608276,26214439
2020-10-05,1666.800049,1687.000000,1438.358032,1666.599976,1595.093384,28362444
2020-10-12,1655.800049,1669.800049,1610.199951,1636.400024,1566.189209,32556472
2020-10-19,1648.400024,1648.599976,1590.000000,1608.800049,1539.773315,20104792
2020-10-26,1577.000000,1618.800049,1450.000000,1490.199951,1426.261841,34200599
2020-11-02,1488.199951,1601.400024,1472.199951,1585.000000,1516.994507,24225387
2020-11-09,1622.599976,1702.400024,1604.540039,1630.599976,1560.637939,29475922
2020-11-16,1651.599976,1696.199951,1616.199951,1645.599976,1574.994385,26072450
2020-11-23,1671.400024,1787.000000,1650.000000,1737.800049,1663.238525,32269455
2020-11-30,1727.599976,1931.000000,1698.599976,1930.400024,1847.574829,30795237
2020-12-07,1932.800049,1994.599976,1875.000000,1989.000000,1903.660645,27224789
2020-12-14,1969.000000,2010.000000,1932.199951,1973.000000,1888.347046,32331333
2020-12-21,1968.599976,2009.160034,1930.800049,1964.400024,1880.116089,12286882
2020-12-28,1964.400024,2028.000000,1916.800049,1925.000000,1842.406494,7779383
2021-01-04,1968.000000,2235.500000,1960.400024,2221.500000,2126.185059,29915742
2021-01-11,2172.500000,2217.500000,2105.500000,2135.000000,2043.396362,28465911
2021-01-18,2122.000000,2189.000000,2080.000000,2113.000000,2022.340332,22185031
2021-01-25,2122.000000,2135.895020,1982.000000,2011.500000,1925.195190,34318669
2021-02-01,2038.000000,2092.500000,2010.000000,2044.500000,1956.779297,23287596
2021-02-08,2080.500000,2133.000000,2071.000000,2117.500000,2026.647217,19105553
2021-02-15,2167.000000,2322.858887,2162.500000,2277.500000,2179.782227,29422410
2021-02-22,2336.000000,2383.500000,2239.000000,2269.500000,2172.125488,30639512
2021-03-01,2317.000000,2408.500000,2183.000000,2194.500000,2100.343506,27793640
2021-03-08,2225.000000,2257.500000,2114.849121,2179.500000,2179.500000,32835195
2021-03-15,2172.500000,2189.500000,2048.500000,2060.500000,2060.500000,36200612
2021-03-22,2044.000000,2073.000000,2028.000000,2046.500000,2046.500000,11366153
