Date,Open,High,Low,Close,Adj Close,Volume
2020-03-23,239.399994,349.250000,233.199997,305.500000,284.138245,658012756
2020-03-30,295.049988,370.700012,294.350006,337.299988,313.714691,488372081
2020-04-06,341.149994,353.399994,325.799988,335.750000,312.273071,248775687
2020-04-13,335.750000,340.649994,286.434998,303.549988,282.324615,227559922
2020-04-20,302.149994,319.996002,284.000000,308.600006,287.021515,319391239
2020-04-27,315.000000,343.194000,298.000000,298.850006,277.953278,287063510
2020-05-04,299.500000,325.799988,293.149994,315.899994,293.811035,218970328
2020-05-11,317.299988,321.365997,286.100006,296.500000,283.301331,259396656
2020-05-18,305.450012,322.899994,296.500000,310.000000,296.200378,326800660
2020-05-25,310.000000,324.850006,302.850006,305.750000,292.139557,307244476
2020-06-01,314.500000,362.899994,304.950012,362.250000,346.124420,266820211
2020-06-08,364.000000,376.544006,312.049988,323.049988,308.669434,231422883
2020-06-15,311.649994,358.750000,305.950012,321.450012,307.140656,285378220
2020-06-22,318.149994,326.054993,301.600006,304.600006,291.040710,186370796
2020-06-29,303.399994,316.906006,302.100006,307.549988,293.859406,173975775
2020-07-06,312.250000,317.500000,285.000000,290.799988,277.855011,165808593
2020-07-13,296.200012,314.750000,293.250000,309.299988,295.531494,154196653
2020-07-20,305.200012,318.450012,295.229004,298.100006,284.830109,194920456
2020-07-27,296.049988,298.750000,274.450012,275.149994,262.901672,149996618
2020-08-03,278.250000,315.154999,272.049988,287.250000,274.463043,295368719
2020-08-10,290.750000,316.950012,290.700012,292.649994,279.622681,167712219
2020-08-17,292.450012,295.649994,272.750000,273.350006,264.618805,209935485
2020-08-24,274.850006,286.950012,264.149994,264.200012,255.761093,166453243
2020-08-31,264.200012,264.950012,255.649994,257.500000,249.275085,167000278
2020-09-07,257.350006,271.049988,255.093994,262.049988,253.679733,180600211
2020-09-14,265.799988,267.049988,244.199997,245.750000,237.900391,246958271
2020-09-21,242.100006,246.949997,231.949997,233.300003,225.848068,238232444
2020-09-28,235.250000,237.699997,210.800003,214.399994,207.551758,264993739
2020-10-05,219.399994,226.500000,214.643997,222.100006,215.005814,245013801
2020-10-12,219.100006,221.100006,202.850006,209.399994,202.711456,257081858
2020-10-19,208.300003,210.964005,194.759995,205.500000,198.936035,221260757
2020-10-26,201.449997,208.949997,188.520004,196.600006,190.320313,377389602
2020-11-02,196.000000,212.149994,192.067993,199.860001,193.476181,356282746
2020-11-09,202.250000,250.772995,200.199997,236.899994,233.718475,558474961
2020-11-16,239.850006,255.850006,237.449997,244.399994,241.117752,315225775
2020-11-23,248.949997,279.049988,248.100006,262.899994,259.369293,374148011
2020-11-30,258.799988,277.899994,244.000000,276.950012,273.230621,354741741
2020-12-07,276.950012,287.049988,268.941986,275.250000,271.553436,295365443
2020-12-14,278.000000,282.600006,266.018005,271.350006,267.705811,323634903
2020-12-21,261.850006,273.350006,250.899994,263.000000,259.467957,162572341
2020-12-28,263.000000,508.700012,253.050003,254.800003,251.378082,75393050
2021-01-04,257.350006,299.299988,249.750000,298.700012,294.688538,413877860
2021-01-11,297.200012,311.950012,292.500000,302.450012,298.388153,237388188
2021-01-18,298.200012,304.299988,283.600006,290.000000,286.105347,213966960
2021-01-25,291.000000,291.299988,271.500000,271.500000,267.853790,254029332
2021-02-01,274.250000,276.299988,250.350006,252.050003,248.665024,425115373
2021-02-08,253.300003,268.100006,252.100006,261.799988,258.284058,315140402
2021-02-15,266.049988,287.600006,261.799988,272.350006,268.692383,411153098
2021-02-22,273.100006,308.799988,268.700012,291.750000,291.750000,450015373
2021-03-01,298.100006,326.450012,289.700012,318.799988,318.799988,276235264
2021-03-08,323.000000,324.561005,309.899994,323.450012,323.450012,217786988
2021-03-15,323.399994,324.950012,300.649994,306.700012,306.700012,328935482
2021-03-22,303.000000,307.799988,294.149994,295.750000,295.750000,158426338
