Date,Open,High,Low,Close,Adj Close,Volume
2020-03-23,25.900000,31.070000,25.150000,29.875000,26.611124,45235413
2020-03-30,29.389999,29.495001,24.504999,24.735001,22.032675,36081528
2020-04-06,25.799999,28.795000,25.014999,28.405001,25.301723,36369742
2020-04-13,28.405001,28.885000,24.815001,25.469999,22.687374,28923070
2020-04-20,25.799999,27.934999,24.670000,26.299999,23.426697,28856993
2020-04-27,27.799999,31.094999,27.219999,28.674999,25.542225,29874273
2020-05-04,27.004999,28.965000,26.760000,28.815001,25.666931,25983345
2020-05-11,29.400000,29.400000,24.934999,26.540001,23.640476,26238148
2020-05-18,27.400000,29.495001,27.160000,28.375000,25.275000,27512577
2020-05-25,28.940001,34.424999,28.370001,32.255001,28.731108,40614149
2020-06-01,33.389999,39.115002,32.674999,39.115002,39.115002,39014652
2020-06-08,38.735001,40.669998,33.845001,34.970001,34.970001,40380488
2020-06-15,33.224998,37.139999,32.994999,35.299999,35.299999,37950583
2020-06-22,34.814999,36.965000,33.750000,34.485001,34.485001,22870498
2020-06-29,34.369999,37.189999,34.105000,36.279999,36.279999,24764501
2020-07-06,37.509998,38.564999,35.119999,36.680000,36.680000,21521855
2020-07-13,37.490002,39.029999,36.514999,37.974998,37.974998,24856306
2020-07-20,37.764999,39.610001,36.950001,37.139999,37.139999,18384314
2020-07-27,36.904999,37.139999,33.790001,34.115002,34.115002,24335998
2020-08-03,34.185001,36.560001,33.990002,35.480000,35.480000,17110676
2020-08-10,35.974998,38.689999,35.485001,36.660000,36.660000,19864135
2020-08-17,36.634998,37.044998,34.919998,35.360001,35.360001,14463879
2020-08-24,35.724998,38.014999,35.615002,37.805000,37.805000,17126893
2020-08-31,37.924999,38.509998,35.520000,37.224998,37.224998,24060815
2020-09-07,37.674999,38.095001,36.009998,36.110001,36.110001,19556728
2020-09-14,36.544998,36.650002,34.439999,34.595001,34.595001,25582559
2020-09-21,34.195000,34.200001,30.070000,30.250000,30.250000,27273747
2020-09-28,31.030001,31.825001,29.965000,30.490000,30.490000,19773780
2020-10-05,31.115000,34.139999,30.855000,33.419998,33.419998,22567145
2020-10-12,33.435001,33.935001,31.129999,32.205002,32.205002,20233979
2020-10-19,32.355000,33.904999,31.790001,33.500000,33.500000,16955926
2020-10-26,32.700001,33.595001,28.790001,29.855000,29.855000,30205470
2020-11-02,30.200001,34.150002,29.879999,33.230000,33.230000,30015728
2020-11-09,33.830002,42.500000,33.549999,39.915001,39.915001,53068191
2020-11-16,40.775002,41.730000,40.119999,40.950001,40.950001,25516949
2020-11-23,41.695000,44.950001,41.314999,43.825001,43.825001,23931363
2020-11-30,43.340000,45.869999,42.834999,45.740002,45.740002,25257805
2020-12-07,45.345001,45.345001,42.555000,43.115002,43.115002,18958806
2020-12-14,43.755001,45.355000,43.555000,43.564999,43.564999,22943738
2020-12-21,41.639999,44.485001,40.830002,43.794998,43.794998,11392548
2020-12-28,44.450001,44.549999,42.680000,43.105000,43.105000,5392042
2021-01-04,43.860001,46.660000,42.314999,45.285000,45.285000,20038990
2021-01-11,44.970001,45.785000,43.980000,44.435001,44.435001,17366618
2021-01-18,44.009998,45.450001,42.665001,43.084999,43.084999,15382728
2021-01-25,43.099998,43.424999,39.709999,39.779999,39.779999,26012580
2021-02-01,40.450001,44.270000,40.029999,43.595001,43.595001,21617071
2021-02-08,44.275002,46.480000,43.500000,46.480000,46.480000,20778162
2021-02-15,47.255001,48.439999,46.834999,48.325001,48.325001,19890300
2021-02-22,48.134998,51.340000,47.619999,49.275002,49.275002,23692593
2021-03-01,49.980000,52.139999,48.950001,51.590000,51.590000,19923094
2021-03-08,52.209999,53.660000,51.330002,53.080002,53.080002,21746574
2021-03-15,52.910000,53.130001,50.810001,51.150002,51.150002,24674793
2021-03-22,50.040001,51.529999,49.580002,50.360001,50.360001,5887465
